ANO,MES,PAIS,PROVINCIA,MUNICIPIO,PLANTA,CANTIDAD_(Millones M3)
2022,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2022,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,50"
2022,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2022,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,88"
2022,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,87"
2022,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,14"
2022,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,40"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,03"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,30"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,06"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,74"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,67"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,13"
2022,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,76"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,29"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,50"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,85"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,92"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,14"
2022,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,04"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,32"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,06"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,86"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,96"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,13"
2022,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,23"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,37"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,49"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,98"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,87"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,14"
2022,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,07"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,00"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,37"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,50"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,89"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,67"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2023,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,64"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,03"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,33"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"10,26"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,78"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,79"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2023,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,84"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,36"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,49"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,78"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,19"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2023,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,54"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,28"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,11"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,87"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,68"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,10"
2023,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,75"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,28"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,47"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,83"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,90"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,10"
2023,MAYO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,76"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,35"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,19"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,91"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,06"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2023,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,00"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,27"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,46"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,91"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,78"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2023,JULIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,07"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,82"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,29"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,49"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,71"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,02"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2023,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,02"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,31"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,19"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,83"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,71"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2023,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,55"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,27"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,49"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,83"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,61"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2023,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,01"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,03"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,29"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"8,99"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,86"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,47"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,10"
2023,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,96"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,29"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,49"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,90"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,90"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2023,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,00"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,33"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,49"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,00"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,89"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,29"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2024,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,87"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,33"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"9,49"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,32"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,86"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,13"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2024,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,99"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,34"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,04"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,88"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,69"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2024,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,62"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,26"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,69"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,85"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,69"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,10"
2024,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,25"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,17"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,93"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,68"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,74"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,78"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2024,MAYO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,64"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,23"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,69"
